sequenceID	record_ID	organism	assigned_name	locus_name	virus_genus	locus_numeric_id	sequence_length	assigned_gene	target_datatype	target_version	target_name	probe_type	scaffold	extract_start	extract_end	sequence_length	orientation	bitscore	identity	evalue_num	evalue_exp	subject_start	subject_end	query_start	query_end	align_len	gap_openings	mismatches	host_species	host_class	host_superorder	host_order	host_family	host_genus
Molothrus_ater_28683	28683	Molothrus_ater	ehbv-avi.28-alauda	avi.28-alauda	Avihepadnavirus	NK	309	polyprotein	low_coverage	BPBGC_Mater_1.0	GCA_012460135.1_BPBGC_Mater_1.0_genomic.fna	ORF	CM022851.1	2402990	2403298	309	+	107	61.728	3	31	352	432	1	243	81	0	31	Molothrus ater	Aves	Neognathae	Passeriformes	Icteridae	Molothrus
Nannopterum_brasilianus_271	271	Nannopterum_brasilianus	ehbv-avi.15-gavia	avi.15-gavia	Avihepadnavirus	NK	105	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01125822.1	51	155	105	-	69	85.294	6	19	1	34	4	105	34	0	5	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_27416	27416	Nannopterum_brasilianus	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	NK	741	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01223638.1	6	746	741	-	243	61.883	5	77	297	503	1	624	223	7	54	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_277	277	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	NK	189	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01005507.1	14838	15026	189	-	110	89.831	3	36	11	69	1	177	59	0	6	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_280	280	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	NK	189	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01004844.1	116103	116291	189	+	109	85.714	4	36	1	63	1	189	63	0	9	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_282	282	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	NK	189	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01028195.1	1101	1289	189	-	94	90.476	1	29	1	63	1	189	63	0	6	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_290	290	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	NK	180	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01006491.1	93582	93761	180	-	106	89.286	9	35	1	56	1	168	56	0	6	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_311	311	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	NK	180	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01001148.1	46391	46570	180	-	115	90	3	38	1	60	1	180	60	0	6	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_5355	5355	Nannopterum_brasilianus	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	NK	716	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01254170.1	1	716	716	-	194	78.049	2	59	32	154	67	435	123	0	27	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_872	872	Nannopterum_brasilianus	ehbv-avi.48-podiceps	avi.48-podiceps	Avihepadnavirus	NK	135	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01002628.1	16506	16640	135	+	71	66.667	3	19	111	155	1	135	45	0	15	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nestor_notabilis_4572	4572	Nestor_notabilis	ehbv-avi.22-tyto	avi.22-tyto	Avihepadnavirus	NK	203	polyprotein	low_coverage	bgi_2011-10-28	Nestor_notabilis.scaf.noBacterial.fa	ORF	scaffold205	134650	134852	203	+	80	53.623	4	22	293	361	3	203	69	1	30	Nestor notabilis	Aves	Neognathae	Psittaciformes	Psittacidae	Nestor
Paradisaea_rubra_27635	27635	Paradisaea_rubra	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	NK	435	polyprotein	low_coverage	GCA_003713215	GCA_003713215.1_ParRub_1.0_genomic.fna	ORF	RAHL01000034.1	2487452	2487886	435	+	224	75.694	8	72	741	884	1	432	144	0	35	Paradisaea rubra	Aves	Neognathae	Passeriformes	Paradisaeidae	Paradisaea
Passer_domesticus_4581	4581	Passer_domesticus	NC_001344_DHBV	NC_001344_DHBV	Avihepadnavirus	NK	252	polyprotein	low_coverage	Passer_domesticus-1.0	GCA_001700915.1_Passer_domesticus-1.0_genomic.fna	ORF	CM004550.1	2349645	2349896	252	-	98	50	4	28	85	168	1	252	84	0	42	Passer domesticus	Aves	Neognathae	Passeriformes	Passeridae	Passer
Patagioenas_fasciata_2298	2298	Patagioenas_fasciata	ehbv-avi.53-picoides	avi.53-picoides	Avihepadnavirus	NK	204	polyprotein	low_coverage	NIATT_ARIZONA	GCA_002029285.1_NIATT_ARIZONA_genomic.fna	ORF	LSYS01004331.1	649045	649248	204	-	65	47.692	6	17	48	112	4	198	65	0	34	Patagioenas fasciata	Aves	Neognathae	Columbiformes	Columbidae	Patagioenas
Patagioenas_fasciata_5410	5410	Patagioenas_fasciata	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	NK	618	polyprotein	low_coverage	NIATT_ARIZONA	GCA_002029285.1_NIATT_ARIZONA_genomic.fna	ORF	LSYS01004095.1	2543840	2544457	618	-	274	68.932	7	89	816	989	1	618	206	1	32	Patagioenas fasciata	Aves	Neognathae	Columbiformes	Columbidae	Patagioenas
Phalacrocorax_carbo_1010	1010	Phalacrocorax_carbo	ehbv-avi.48-podiceps	avi.48-podiceps	Avihepadnavirus	NK	237	polyprotein	low_coverage	bgi_2011-10-28	Phalacrocorax_carbo.scaf.noBacterial.fa	ORF	scaffold17438	22171	22407	237	-	134	72.152	1	41	111	189	1	237	79	0	22	Phalacrocorax carbo	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Phalacrocorax
Phalacrocorax_carbo_441	441	Phalacrocorax_carbo	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	NK	183	polyprotein	low_coverage	bgi_2011-10-28	Phalacrocorax_carbo.scaf.noBacterial.fa	ORF	scaffold2597	17022	17204	183	-	114	91.525	6	38	3	61	1	177	59	0	5	Phalacrocorax carbo	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Phalacrocorax
Phalacrocorax_carbo_449	449	Phalacrocorax_carbo	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	NK	192	polyprotein	low_coverage	bgi_2011-10-28	Phalacrocorax_carbo.scaf.noBacterial.fa	ORF	scaffold1857	96763	96954	192	-	116	94.915	1	38	1	59	1	177	59	0	3	Phalacrocorax carbo	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Phalacrocorax
Phalacrocorax_harrisi_1046	1046	Phalacrocorax_harrisi	ehbv-avi.48-podiceps	avi.48-podiceps	Avihepadnavirus	NK	237	polyprotein	low_coverage	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	ORF	NEVG01000296.1	3970527	3970763	237	+	136	73.418	3	42	111	189	1	237	79	0	21	Phalacrocorax harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Phylloscopus_plumbeitarsus_4120	4120	Phylloscopus_plumbeitarsus	ehbv-avi.37-phylloscopus	avi.37-phylloscopus	Avihepadnavirus	NK	219	polyprotein	low_coverage	GWplu1.0	GCA_001655115.1_GWplu1.0_genomic.fna	ORF	LXOY01295131.1	8	226	219	-	123	92.424	3	37	52	117	22	219	66	0	5	Phylloscopus plumbeitarsus	Aves	Neognathae	Passeriformes	Phylloscopidae	Phylloscopus
Picoides_pubescens_27646	27646	Picoides_pubescens	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	NK	411	polyprotein	low_coverage	bgi_2011-10-28	Picoides_pubescens.scaf.noBacterial.fa	ORF	scaffold148	2442891	2443301	411	+	125	52.414	6	37	602	739	1	408	145	4	53	Picoides pubescens	Aves	Neognathae	Piciformes	Picidae	Picoides
Pionus_senilis_27753	27753	Pionus_senilis	ehbv-avi.20-cariama	avi.20-cariama	Avihepadnavirus	NK	120	polyprotein	low_coverage	ASM1176272v1	GCA_011762725.1_ASM1176272v1_genomic.fna	ORF	WURU01249521.1	306	425	120	-	60	55	2	15	300	339	1	120	40	0	18	Pionus senilis	Aves	Neognathae	Psittaciformes	Psittacidae	Pionus
Pionus_senilis_27754	27754	Pionus_senilis	ehbv-avi.26-psittaciformes	avi.26-psittaciformes	Avihepadnavirus	NK	192	polyprotein	low_coverage	ASM1176272v1	GCA_011762725.1_ASM1176272v1_genomic.fna	ORF	WURU01184674.1	354	545	192	+	114	96.296	3	36	99	152	1	162	54	0	2	Pionus senilis	Aves	Neognathae	Psittaciformes	Psittacidae	Pionus
Pionus_senilis_27755	27755	Pionus_senilis	ehbv-avi.49-psittaciformes	avi.49-psittaciformes	Avihepadnavirus	NK	207	polyprotein	low_coverage	ASM1176272v1	GCA_011762725.1_ASM1176272v1_genomic.fna	ORF	WURU01369433.1	173	379	207	+	117	87.143	2	37	25	94	1	207	70	1	8	Pionus senilis	Aves	Neognathae	Psittaciformes	Psittacidae	Pionus
Pionus_senilis_28150	28150	Pionus_senilis	ehbv-avi.15-gavia	avi.15-gavia	Avihepadnavirus	NK	177	polyprotein	low_coverage	ASM1176272v1	GCA_011762725.1_ASM1176272v1_genomic.fna	ORF	WURU01067777.1	298753896	298754072	177	+	86	64.407	4	24	93	151	1	177	59	0	21	Pionus senilis	Aves	Neognathae	Psittaciformes	Psittacidae	Pionus
Pionus_senilis_28577	28577	Pionus_senilis	ehbv-avi.29-psittacula	avi.29-psittacula	Avihepadnavirus	NK	179	polyprotein	low_coverage	ASM1176272v1	GCA_011762725.1_ASM1176272v1_genomic.fna	ORF	WURU01149122.1	3	181	179	-	87	74.576	9	25	446	504	3	179	59	0	15	Pionus senilis	Aves	Neognathae	Psittaciformes	Psittacidae	Pionus
Pionus_senilis_28579	28579	Pionus_senilis	NC_001344_DHBV	NC_001344_DHBV	Avihepadnavirus	NK	345	polyprotein	low_coverage	ASM1176272v1	GCA_011762725.1_ASM1176272v1_genomic.fna	ORF	WURU01006779.1	71917957	71918301	345	+	141	65.421	6	43	461	567	1	321	107	0	37	Pionus senilis	Aves	Neognathae	Psittaciformes	Psittacidae	Pionus
Pionus_senilis_28629	28629	Pionus_senilis	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	NK	484	polyprotein	low_coverage	ASM1176272v1	GCA_011762725.1_ASM1176272v1_genomic.fna	ORF	WURU01297777.1	1878974	1879457	484	+	151	76.344	1	54	565	657	10	285	93	1	21	Pionus senilis	Aves	Neognathae	Psittaciformes	Psittacidae	Pionus
Pionus_senilis_28692	28692	Pionus_senilis	ehbv-avi.23-psittaciformes	avi.23-psittaciformes	Avihepadnavirus	NK	153	polyprotein	low_coverage	ASM1176272v1	GCA_011762725.1_ASM1176272v1_genomic.fna	ORF	WURU01029778.1	1115869	1116021	153	+	69	64.706	2	18	87	137	1	153	51	0	18	Pionus senilis	Aves	Neognathae	Psittaciformes	Psittacidae	Pionus
Pionus_senilis_28694	28694	Pionus_senilis	ehbv-avi.49-psittaciformes	avi.49-psittaciformes	Avihepadnavirus	NK	177	polyprotein	low_coverage	ASM1176272v1	GCA_011762725.1_ASM1176272v1_genomic.fna	ORF	WURU01343961.1	225	401	177	+	94	76.271	2	28	147	205	1	177	59	0	14	Pionus senilis	Aves	Neognathae	Psittaciformes	Psittacidae	Pionus
Pionus_senilis_28696	28696	Pionus_senilis	ehbv-avi.23-psittaciformes	avi.23-psittaciformes	Avihepadnavirus	NK	165	polyprotein	low_coverage	ASM1176272v1	GCA_011762725.1_ASM1176272v1_genomic.fna	ORF	WURU01060361.1	531	695	165	+	93	80.769	6	27	87	138	7	162	52	0	10	Pionus senilis	Aves	Neognathae	Psittaciformes	Psittacidae	Pionus
Pionus_senilis_28698	28698	Pionus_senilis	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	NK	809	polyprotein	low_coverage	ASM1176272v1	GCA_011762725.1_ASM1176272v1_genomic.fna	ORF	WURU01105346.1	32	840	809	+	192	72.34	1	90	849	989	387	809	141	0	39	Pionus senilis	Aves	Neognathae	Psittaciformes	Psittacidae	Pionus
Pionus_senilis_28703	28703	Pionus_senilis	ehbv-avi.23-psittaciformes	avi.23-psittaciformes	Avihepadnavirus	NK	156	polyprotein	low_coverage	ASM1176272v1	GCA_011762725.1_ASM1176272v1_genomic.fna	ORF	WURU01369910.1	245	400	156	-	82	67.308	5	23	15	66	1	156	52	0	17	Pionus senilis	Aves	Neognathae	Psittaciformes	Psittacidae	Pionus
Psittacula_krameri_2317	2317	Psittacula_krameri	ehbv-avi.49-psittaciformes	avi.49-psittaciformes	Avihepadnavirus	NK	201	polyprotein	low_coverage	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	ORF	NFZL01000158.1	1187475	1187675	201	-	108	79.104	5	34	2	67	1	201	67	1	13	Psittacula krameri	Aves	Neognathae	Psittaciformes	Psittacidae	Psittacula
Psittacula_krameri_2318	2318	Psittacula_krameri	ehbv-avi.49-psittaciformes	avi.49-psittaciformes	Avihepadnavirus	NK	216	polyprotein	low_coverage	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	ORF	NFZL01000600.1	141491	141706	216	-	112	77.465	2	35	2	72	4	216	71	0	16	Psittacula krameri	Aves	Neognathae	Psittaciformes	Psittacidae	Psittacula
Psittacula_krameri_27662	27662	Psittacula_krameri	ehbv-avi.12-anatidae-con	avi.12-anatidae	Avihepadnavirus	NK	487	polyprotein	low_coverage	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	ORF	NFZL01002292.1	233112	233598	487	-	143	68.269	1	42	631	734	1	312	104	0	33	Psittacula krameri	Aves	Neognathae	Psittaciformes	Psittacidae	Psittacula
Psittacula_krameri_2881	2881	Psittacula_krameri	ehbv-avi.15-gavia	avi.15-gavia	Avihepadnavirus	NK	312	polyprotein	low_coverage	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	ORF	NFZL01002248.1	66853	67164	312	-	121	72.727	4	36	71	147	79	309	77	0	21	Psittacula krameri	Aves	Neognathae	Psittaciformes	Psittacidae	Psittacula
Psittacula_krameri_4140	4140	Psittacula_krameri	ehbv-avi.20-cariama	avi.20-cariama	Avihepadnavirus	NK	432	polyprotein	low_coverage	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	ORF	NFZL01000963.1	764403	764834	432	+	96	38.816	2	26	199	339	1	432	152	3	74	Psittacula krameri	Aves	Neognathae	Psittaciformes	Psittacidae	Psittacula
Psittacula_krameri_4699	4699	Psittacula_krameri	ehbv-avi.23-psittaciformes	avi.23-psittaciformes	Avihepadnavirus	NK	171	polyprotein	low_coverage	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	ORF	NFZL01002220.1	369166	369336	171	+	88	75.472	4	25	87	139	13	171	53	0	13	Psittacula krameri	Aves	Neognathae	Psittaciformes	Psittacidae	Psittacula
Psittacula_krameri_4708	4708	Psittacula_krameri	ehbv-avi.23-psittaciformes	avi.23-psittaciformes	Avihepadnavirus	NK	171	polyprotein	low_coverage	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	ORF	NFZL01002220.1	367142	367312	171	+	88	75.472	4	25	87	139	13	171	53	0	13	Psittacula krameri	Aves	Neognathae	Psittaciformes	Psittacidae	Psittacula
Psittacula_krameri_5091	5091	Psittacula_krameri	ehbv-avi.49-psittaciformes	avi.49-psittaciformes	Avihepadnavirus	NK	222	polyprotein	low_coverage	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	ORF	NFZL01001959.1	139308	139529	222	+	97	77.966	3	29	147	205	1	177	59	0	13	Psittacula krameri	Aves	Neognathae	Psittaciformes	Psittacidae	Psittacula
Psittacula_krameri_5095	5095	Psittacula_krameri	ehbv-avi.49-psittaciformes	avi.49-psittaciformes	Avihepadnavirus	NK	210	polyprotein	low_coverage	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	ORF	NFZL01000892.1	355935	356144	210	+	107	71.622	3	33	138	211	1	210	74	1	17	Psittacula krameri	Aves	Neognathae	Psittaciformes	Psittacidae	Psittacula
Psittacula_krameri_5096	5096	Psittacula_krameri	ehbv-avi.26-psittaciformes	avi.26-psittaciformes	Avihepadnavirus	NK	240	polyprotein	low_coverage	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	ORF	NFZL01153894.1	93	332	240	+	119	81.944	4	38	5	76	1	216	72	0	13	Psittacula krameri	Aves	Neognathae	Psittaciformes	Psittacidae	Psittacula
Psittacula_krameri_5097	5097	Psittacula_krameri	ehbv-avi.26-psittaciformes	avi.26-psittaciformes	Avihepadnavirus	NK	240	polyprotein	low_coverage	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	ORF	NFZL01000077.1	1147687	1147926	240	+	119	81.944	4	38	5	76	1	216	72	0	13	Psittacula krameri	Aves	Neognathae	Psittaciformes	Psittacidae	Psittacula
Psittacula_krameri_5483	5483	Psittacula_krameri	ehbv-avi.29-psittacula	avi.29-psittacula	Avihepadnavirus	NK	330	polyprotein	low_coverage	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	ORF	NFZL01000259.1	948874	949203	330	+	190	100	1	60	665	774	1	330	110	0	0	Psittacula krameri	Aves	Neognathae	Psittaciformes	Psittacidae	Psittacula
Psittacula_krameri_5484	5484	Psittacula_krameri	ehbv-avi.29-psittacula	avi.29-psittacula	Avihepadnavirus	NK	252	polyprotein	low_coverage	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	ORF	NFZL01070680.1	1	252	252	-	175	98.81	1	55	581	664	1	252	84	0	1	Psittacula krameri	Aves	Neognathae	Psittaciformes	Psittacidae	Psittacula
Serinus_canaria_2914	2914	Serinus_canaria	NC_001344_DHBV	NC_001344_DHBV	Avihepadnavirus	NK	213	polyprotein	low_coverage	ncbi_100	9135_ref_SCA1_chrUn.fa	ORF	gi|668343291|ref|NW_007931190.1|	2105475	2105687	213	+	84	52.113	3	23	98	168	1	213	71	0	34	Serinus canaria	Aves	Neognathae	Passeriformes	Fringillidae	Serinus
Serinus_canaria_5500	5500	Serinus_canaria	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	NK	692	polyprotein	low_coverage	ncbi_100	9135_ref_SCA1_chrUn.fa	ORF	gi|667892568|ref|NW_008196529.1|	15	706	692	+	85	54.545	1	34	833	918	432	692	88	3	37	Serinus canaria	Aves	Neognathae	Passeriformes	Fringillidae	Serinus
Taeniopygia_guttata_28087	28087	Taeniopygia_guttata	ehbv-avi.9-melopsittacus	avi.9-melopsittacus	Avihepadnavirus	NK	714	polyprotein	low_coverage	goldenpath_taeGut2	taeGut2.fa	ORF	chr20	1111682	1112395	714	-	187	60.494	5	57	476	636	34	510	162	2	60	Taeniopygia guttata	Aves	Neognathae	Passeriformes	Estrildidae	Taeniopygia
Taeniopygia_guttata_28088	28088	Taeniopygia_guttata	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	NK	1833	polyprotein	low_coverage	goldenpath_taeGut2	taeGut2.fa	ORF	chrZ	8647882	8649714	1833	+	464	56.386	9	155	570	983	529	1770	415	2	179	Taeniopygia guttata	Aves	Neognathae	Passeriformes	Estrildidae	Taeniopygia
Taeniopygia_guttata_28091	28091	Taeniopygia_guttata	NC_001344_DHBV	NC_001344_DHBV	Avihepadnavirus	NK	1159	polyprotein	low_coverage	goldenpath_taeGut2	taeGut2.fa	ORF	chr20	1119153	1120311	1159	-	119	70.886	2	31	630	708	34	270	79	0	23	Taeniopygia guttata	Aves	Neognathae	Passeriformes	Estrildidae	Taeniopygia
Tyto_alba_4189	4189	Tyto_alba	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	NK	156	polyprotein	low_coverage	bgi_2011-10-28	Tyto_alba.scaf.noBacterial.fa	ORF	scaffold3534	13773	13928	156	-	62	52.83	4	16	321	373	1	156	53	1	24	Tyto alba	Aves	Neognathae	Strigiformes	Tytonidae	Tyto
Uria_lomvia_28098	28098	Uria_lomvia	ehbv-avi.15-gavia	avi.15-gavia	Avihepadnavirus	NK	425	polyprotein	low_coverage	UriLom_1.1	GCA_002289315.1_UriLom_1.1_genomic.fna	ORF	NOXD01000034.1	3904	4328	425	-	92	65.714	2	48	491	559	125	334	70	1	23	Uria lomvia	Aves	Neognathae	Charadriiformes	Alcidae	Uria
Urile_pelagicus_1139	1139	Urile_pelagicus	ehbv-avi.48-podiceps	avi.48-podiceps	Avihepadnavirus	NK	135	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000834.1	229164	229298	135	+	74	71.111	2	20	111	155	1	135	45	0	13	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Zonotrichia_albicollis_1727	1727	Zonotrichia_albicollis	ehbv-avi.37-phylloscopus	avi.37-phylloscopus	Avihepadnavirus	NK	300	polyprotein	low_coverage	1.0.1	44394_ref_Zonotrichia_albicollis-1.0.1_chrUn.fa	ORF	gi|538542698|ref|NW_005081545.1|	1305560	1305859	300	-	75	50.685	1	19	629	698	73	291	73	1	33	Zonotrichia albicollis	Aves	Neognathae	Passeriformes	Passerellidae	Zonotrichia
Zonotrichia_albicollis_1728	1728	Zonotrichia_albicollis	ehbv-avi.37-phylloscopus	avi.37-phylloscopus	Avihepadnavirus	NK	261	polyprotein	low_coverage	1.0.1	44394_ref_Zonotrichia_albicollis-1.0.1_chrUn.fa	ORF	gi|538541269|ref|NW_005081846.1|	64499	64759	261	-	74	51.429	2	19	629	695	34	243	70	1	31	Zonotrichia albicollis	Aves	Neognathae	Passeriformes	Passerellidae	Zonotrichia
Zonotrichia_albicollis_2398	2398	Zonotrichia_albicollis	ehbv-avi.37-phylloscopus	avi.37-phylloscopus	Avihepadnavirus	NK	237	polyprotein	low_coverage	1.0.1	44394_ref_Zonotrichia_albicollis-1.0.1_chrUn.fa	ORF	gi|538539660|ref|NW_005082356.1|	6085	6321	237	-	72	48.571	4	19	629	695	19	228	70	1	33	Zonotrichia albicollis	Aves	Neognathae	Passeriformes	Passerellidae	Zonotrichia
Zonotrichia_albicollis_3014	3014	Zonotrichia_albicollis	NC_001344_DHBV	NC_001344_DHBV	Avihepadnavirus	NK	213	polyprotein	low_coverage	1.0.1	44394_ref_Zonotrichia_albicollis-1.0.1_chrUn.fa	ORF	gi|538540917|ref|NW_005081943.1|	120022	120234	213	-	85	50.704	9	24	98	168	1	213	71	0	35	Zonotrichia albicollis	Aves	Neognathae	Passeriformes	Passerellidae	Zonotrichia
Zonotrichia_albicollis_3267	3267	Zonotrichia_albicollis	ehbv-avi.29-psittacula	avi.29-psittacula	Avihepadnavirus	NK	246	polyprotein	low_coverage	1.0.1	44394_ref_Zonotrichia_albicollis-1.0.1_chrUn.fa	ORF	gi|538542427|ref|NW_005081593.1|	3021163	3021408	246	-	61	53.333	4	15	656	715	19	198	60	0	28	Zonotrichia albicollis	Aves	Neognathae	Passeriformes	Passerellidae	Zonotrichia
Zonotrichia_albicollis_3272	3272	Zonotrichia_albicollis	ehbv-avi.37-phylloscopus	avi.37-phylloscopus	Avihepadnavirus	NK	285	polyprotein	low_coverage	1.0.1	44394_ref_Zonotrichia_albicollis-1.0.1_chrUn.fa	ORF	gi|538539509|ref|NW_005082406.1|	2532	2816	285	+	69	48.571	7	18	629	695	58	267	70	1	33	Zonotrichia albicollis	Aves	Neognathae	Passeriformes	Passerellidae	Zonotrichia
Zonotrichia_albicollis_4245	4245	Zonotrichia_albicollis	ehbv-avi.37-phylloscopus	avi.37-phylloscopus	Avihepadnavirus	NK	330	polyprotein	low_coverage	1.0.1	44394_ref_Zonotrichia_albicollis-1.0.1_chrUn.fa	ORF	gi|538531274|ref|NW_005085254.1|	955	1284	330	-	74	44.144	5	19	516	623	16	327	111	2	52	Zonotrichia albicollis	Aves	Neognathae	Passeriformes	Passerellidae	Zonotrichia
Zonotrichia_albicollis_5561	5561	Zonotrichia_albicollis	ehbv-avi.37-phylloscopus	avi.37-phylloscopus	Avihepadnavirus	NK	393	polyprotein	low_coverage	1.0.1	44394_ref_Zonotrichia_albicollis-1.0.1_chrUn.fa	ORF	gi|538525568|ref|NW_005087272.1|	89	481	393	+	92	43.284	4	25	498	623	13	390	134	4	60	Zonotrichia albicollis	Aves	Neognathae	Passeriformes	Passerellidae	Zonotrichia
Zonotrichia_albicollis_5563	5563	Zonotrichia_albicollis	ehbv-avi.37-phylloscopus	avi.37-phylloscopus	Avihepadnavirus	NK	393	polyprotein	low_coverage	1.0.1	44394_ref_Zonotrichia_albicollis-1.0.1_chrUn.fa	ORF	gi|538540293|ref|NW_005082144.1|	136	528	393	+	108	51.456	5	31	504	603	79	387	103	1	47	Zonotrichia albicollis	Aves	Neognathae	Passeriformes	Passerellidae	Zonotrichia
Zonotrichia_albicollis_5566	5566	Zonotrichia_albicollis	ehbv-avi.37-phylloscopus	avi.37-phylloscopus	Avihepadnavirus	NK	276	polyprotein	low_coverage	1.0.1	44394_ref_Zonotrichia_albicollis-1.0.1_chrUn.fa	ORF	gi|538541992|ref|NW_005081669.1|	257014	257289	276	+	97	53.409	2	27	515	599	13	276	88	1	38	Zonotrichia albicollis	Aves	Neognathae	Passeriformes	Passerellidae	Zonotrichia
Crotalus_horridus_27266	27266	Crotalus_horridus	ehbv-herpeto.1-serpentes	herpeto.1-serpentes	Herpetohepadnavirus	1	2381	polyprotein	low_coverage	v1	GCA_001625485.1_ASM162548v1_genomic.fna	ORF	LVCR01004636.1	33365	35745	2381	-	907	100	0	1	110	574	267	1661	465	0	0	Crotalus horridus	Unclassified	Lepidosauria	Squamata	Viperidae	Crotalus
